Latitude,Longitude,Type
41.892809,-87.629910,Office
41.721828,-87.620752,General Travel
41.944497,-87.648226,Residential Building (Apartment / Condo)
41.757953,-87.626319,Bus Line
41.894576,-87.622135,Drugstore / Pharmacy
41.885611,-87.615748,Event Space
41.968194,-87.728091,Neighborhood
41.900306,-87.633445,Home (private)
41.886864,-87.644066,Bus Station
41.917365,-87.707089,Cocktail Bar
41.802792,-87.722187,Home (private)
41.915380,-87.634339,Coffee Shop
41.899690,-87.644827,Tourist Information Center
41.983731,-87.659526,Bakery
41.681912,-87.681220,Salon / Barbershop
41.941284,-87.691430,College Academic Building
41.942334,-87.691232,College Academic Building
41.961610,-87.675871,French Restaurant
41.988269,-87.660321,Gym / Fitness Center
41.880505,-87.630478,Office
41.830081,-87.751612,Cocktail Bar
41.817468,-87.743464,Parking
41.823726,-87.630493,Neighborhood
41.983521,-87.670075,Casino
41.932710,-87.653668,General Entertainment
41.926440,-87.710741,Residential Building (Apartment / Condo)
41.968348,-87.695035,Restaurant
41.853773,-87.632363,Grocery Store
41.858147,-87.647556,Furniture / Home Store
41.912209,-87.732037,Home (private)
41.932238,-87.741884,Home (private)
41.699238,-87.524748,Home (private)
41.885336,-87.614803,Water Park
41.923086,-87.781252,Home (private)
41.850596,-87.803000,Burger Joint
41.866306,-87.607619,Planetarium
41.823108,-87.761455,Building
41.883879,-87.648982,Wine Bar
41.900516,-87.626607,Department Store
41.792852,-87.722187,Home (private)
41.920454,-87.663638,Automotive Shop
41.900233,-87.637146,Diner
41.866409,-87.713921,Liquor Store
41.878812,-87.636088,General Travel
41.940105,-87.647359,Thrift / Vintage Store
41.848370,-87.714945,Other Nightlife
41.857852,-87.651989,Board Shop
41.947661,-87.650201,Hiking Trail
41.947432,-87.722416,Residential Building (Apartment / Condo)
41.932949,-87.639291,Residential Building (Apartment / Condo)
41.866309,-87.647123,Bookstore
41.801004,-87.633445,Home (private)
41.833039,-87.776470,Hospital
41.796761,-87.587849,Sandwich Place
41.930263,-87.643314,Home (private)
41.885136,-87.625736,Parking
41.880714,-87.674123,Restaurant
41.949239,-87.643895,Residential Building (Apartment / Condo)
41.938333,-87.652942,Residential Building (Apartment / Condo)
41.798125,-87.698788,Other Nightlife
41.928180,-87.649050,Residential Building (Apartment / Condo)
41.953906,-87.720213,Building
41.683209,-87.771075,Factory
41.997804,-87.688652,Indian Restaurant
41.866247,-87.617117,History Museum
41.858753,-87.625659,Laboratory
41.962302,-87.655444,Nail Salon
41.881748,-87.627929,Cosmetics Shop
41.947767,-87.654339,Historic Site
41.683727,-87.719525,Mexican Restaurant
41.657187,-87.680039,City
41.940380,-87.653180,Home (private)
41.769991,-87.759629,Light Rail
41.872790,-87.658510,Bus Line
41.882742,-87.642982,Daycare
41.958919,-87.674687,Building
41.762445,-87.651646,Residential Building (Apartment / Condo)
41.958804,-87.787888,College Arts Building
41.888119,-87.776148,Salon / Barbershop
41.707104,-87.642868,General Travel
41.931655,-87.712336,Home (private)
41.737910,-87.643292,Gas Station / Garage
41.810739,-87.623574,Home (private)
41.972622,-87.766144,Moving Target
41.866357,-87.619074,Theater
41.718825,-87.624227,Bus Line
41.843344,-87.683588,Furniture / Home Store
41.876946,-87.636737,Food Truck
41.942019,-87.639009,Other Great Outdoors
41.850598,-87.638745,Residential Building (Apartment / Condo)
41.910678,-87.676675,American Restaurant
41.744051,-87.604909,Neighborhood
41.750756,-87.652682,Neighborhood
41.764618,-87.604422,Bus Station
41.937632,-87.829923,Residential Building (Apartment / Condo)
41.902996,-87.687013,Road
41.926876,-87.725913,Residential Building (Apartment / Condo)
41.903243,-87.676829,Temple
41.881475,-87.646954,Building
41.876589,-87.631732,Coworking Space
41.888062,-87.627275,Hotel
41.726804,-87.722387,Accessories Store
41.869858,-87.624420,College Classroom
41.749249,-87.577286,Moving Target
41.924976,-87.678095,Residential Building (Apartment / Condo)
41.906179,-87.670873,Clothing Store
42.000030,-87.663045,Home (private)
41.827348,-87.640266,Neighborhood
41.783872,-87.771414,Home (private)
41.928317,-87.651776,Residential Building (Apartment / Condo)
41.910642,-87.824707,Video Store
41.740754,-87.633380,Video Store
41.758221,-87.586720,Video Store
41.732646,-87.798343,Video Store
41.884554,-87.626232,General Entertainment
41.830636,-87.655490,Other Great Outdoors
41.887261,-87.621436,Fire Station
41.877007,-87.623305,Train Station
41.948607,-87.655975,Historic Site
41.662371,-87.699861,General Travel
41.939942,-87.653703,Pizza Place
41.699450,-87.534640,Home (private)
41.923086,-87.781252,Home (private)
41.748333,-87.788671,Automotive Shop
41.736892,-87.624999,Other Great Outdoors
41.910686,-87.669159,Wine Bar
41.897864,-87.657109,Embassy / Consulate
41.947921,-87.649484,Spa / Massage
41.882523,-87.623393,General Entertainment
41.907588,-87.851693,Dentist's Office
41.933980,-87.646178,Boutique
41.938259,-87.697383,Boat or Ferry
41.885553,-87.646188,Scenic Lookout
41.778659,-87.780099,Neighborhood
41.924432,-87.713757,Art Gallery
41.910100,-87.669424,Office
41.694832,-87.617368,Church
41.786638,-87.745391,Airport Gate
41.790926,-87.583054,Science Museum
41.691094,-87.522180,College Library
41.851697,-87.741978,Sandwich Place
41.874498,-87.629206,Neighborhood
41.915623,-87.689400,College Lab
41.916218,-87.686541,Gourmet Shop
41.816430,-87.619603,Bar
41.821846,-87.626224,Church
41.897070,-87.668517,Nail Salon
41.722510,-87.557877,Car Wash
41.840405,-87.724253,Neighborhood
41.899048,-87.670228,Scenic Lookout
41.980020,-87.653180,Home (private)
41.866411,-87.670728,College Lab
41.980468,-87.668407,American Restaurant
41.875486,-87.626719,College Residence Hall
41.902015,-87.775144,Bus Line
41.895700,-87.684846,Optical Shop
41.852484,-87.658838,Fire Station
41.879129,-87.630970,Building
41.721233,-87.680132,American Restaurant
41.883615,-87.629871,Government Building
41.886241,-87.623541,Sandwich Place
41.999244,-87.657383,College Academic Building
41.791726,-87.583503,Gift Shop
41.827385,-87.792748,Other Nightlife
41.895777,-87.703052,Building
41.938438,-87.644415,French Restaurant
41.873878,-87.629042,Resort
41.857734,-87.684710,Building
41.901308,-87.643456,Gym
41.881663,-87.651800,Government Building
41.893329,-87.629375,Gym
41.938935,-87.644334,Brewery
41.895525,-87.636599,Park
41.925470,-87.648743,Neighborhood
41.926236,-87.649912,Bar
41.726214,-87.740834,Office
41.891344,-87.655996,Residential Building (Apartment / Condo)
41.962636,-87.640854,Harbor / Marina
41.935855,-87.746632,Butcher
41.951483,-87.712336,Home (private)
41.803180,-87.741884,Home (private)
41.803180,-87.741884,Home (private)
41.847666,-87.744242,Fast Food Restaurant
41.851878,-87.692626,Home (private)
41.890556,-87.635240,Arcade
41.853115,-87.623080,Residential Building (Apartment / Condo)
41.869227,-87.678976,Government Building
41.953667,-87.668763,Veterinarian
41.925622,-87.668023,Office
41.991760,-87.659796,Bank
41.866714,-87.647127,Mediterranean Restaurant
41.663263,-87.641476,General Travel
41.906676,-87.665776,Residential Building (Apartment / Condo)
41.756635,-87.625847,Bus Line
41.692765,-87.609634,General Travel
41.752360,-87.550235,General Travel
41.954014,-87.697412,Park
41.967165,-87.669246,Park
42.004997,-87.657380,Beach
41.896847,-87.673452,Park
41.898824,-87.626690,Park
41.907308,-87.702849,Park
41.929533,-87.737932,Park
41.918679,-87.635934,Park
41.901742,-87.628241,Park
41.840681,-87.647853,Park
41.816430,-87.626411,Park
41.691245,-87.713685,Park
41.799455,-87.592492,Park
41.906265,-87.663678,Park
41.971911,-87.758832,Park
41.869079,-87.623114,Park
41.686310,-87.536530,Park
41.945520,-87.663813,Park
41.905048,-87.644222,Park
41.800344,-87.721261,Park
41.729755,-87.611818,Park
41.821303,-87.596161,Park
41.978263,-87.649035,Beach
41.836510,-87.647869,Convenience Store
41.891782,-87.599165,Building
41.887222,-87.628064,Bar
41.860404,-87.623574,Home (private)
41.708879,-87.657282,Sake Bar
41.877238,-87.628320,Bar
41.793240,-87.741884,Home (private)
41.881112,-87.639269,Light Rail
41.871139,-87.663045,Home (private)
41.796036,-87.752323,Airport
41.821683,-87.672907,Home (private)
41.816406,-87.619682,Cajun / Creole Restaurant
41.890181,-87.623574,Home (private)
41.868752,-87.686125,Chinese Restaurant
41.960803,-87.682768,Home (private)
41.852422,-87.615704,Art Gallery
41.955150,-87.655191,Factory
41.853954,-87.675470,Salon / Barbershop
41.906151,-87.687378,Drugstore / Pharmacy
41.902095,-87.722187,Home (private)
41.704079,-87.761573,Home (private)
41.883179,-87.661482,Antique Shop
41.727680,-87.651063,Automotive Shop
41.953807,-87.645306,Church
41.930974,-87.775348,Convenience Store
41.905747,-87.630373,Residential Building (Apartment / Condo)
41.790383,-87.587159,Office
41.779059,-87.763055,Residential Building (Apartment / Condo)
41.960604,-87.672907,Home (private)
41.772966,-87.722187,Home (private)
41.951286,-87.702482,Home (private)
41.699450,-87.534640,Home (private)
41.940979,-87.682768,Home (private)
41.892499,-87.617281,School
41.882533,-87.652952,Trade School
41.947452,-87.674788,College Classroom
41.896798,-87.637524,Coworking Space
41.931128,-87.767241,Restaurant
41.754462,-87.728937,Residential Building (Apartment / Condo)
41.659171,-87.680537,Performing Arts Venue
41.836964,-87.790679,Bike Shop
41.858580,-87.625032,Music Venue
41.748255,-87.799702,Building
41.871448,-87.624189,French Restaurant
41.829783,-87.784781,Automotive Shop
41.785665,-87.603438,Performing Arts Venue
41.821038,-87.693230,Salon / Barbershop
41.916369,-87.652433,Light Rail
41.869982,-87.698663,Church
41.766414,-87.566357,Road
41.802987,-87.732037,Home (private)
41.910199,-87.692864,Cuban Restaurant
41.866992,-87.656825,Bus Station
41.928040,-87.708898,Church
41.887844,-87.648399,Parking
41.937932,-87.644478,Neighborhood
41.885152,-87.631100,Nail Salon
41.884185,-87.629785,Government Building
41.920817,-87.699736,Spa / Massage
41.943479,-87.643808,Residential Building (Apartment / Condo)
41.856425,-87.623745,Residential Building (Apartment / Condo)
41.892753,-87.751729,Home (private)
41.896384,-87.683387,Italian Restaurant
41.812143,-87.692626,Home (private)
41.800731,-87.602277,Office
41.913426,-87.626440,Residential Building (Apartment / Condo)
41.691480,-87.700010,Doctor's Office
41.722268,-87.594371,Burger Joint
41.771125,-87.742209,Gas Station / Garage
41.845559,-87.695381,Sandwich Place
41.743667,-87.604831,Convenience Store
41.865962,-87.646819,Sandwich Place
41.809557,-87.630604,Neighborhood
41.962978,-87.656174,Asian Restaurant
41.939992,-87.644646,Vietnamese Restaurant
41.902553,-87.701481,Residential Building (Apartment / Condo)
41.974050,-87.659820,Vietnamese Restaurant
41.911984,-87.652358,Residential Building (Apartment / Condo)
41.894726,-87.635664,General Entertainment
41.956467,-87.765930,Dog Run
41.941994,-87.652185,Residential Building (Apartment / Condo)
41.711679,-87.643314,Home (private)
41.806651,-87.615772,Residential Building (Apartment / Condo)
41.911624,-87.702482,Home (private)
41.894953,-87.623928,Hotel Bar
41.911229,-87.682768,Home (private)
41.940178,-87.643314,Home (private)
41.878656,-87.639770,Beer Garden
41.902156,-87.667714,Furniture / Home Store
41.898894,-87.643752,Whisky Bar
41.814194,-87.763060,Road
41.947681,-87.655885,Stadium
41.924824,-87.718351,Burrito Place
41.721288,-87.679910,Mexican Restaurant
41.932408,-87.676217,Residential Building (Apartment / Condo)
41.982270,-87.668509,Antique Shop
41.850263,-87.632047,Doctor's Office
41.662846,-87.657032,American Restaurant
41.924180,-87.756082,Building
41.887770,-87.765088,Building
41.936826,-87.700348,Dog Run
41.951286,-87.702482,Home (private)
41.982849,-87.713873,Middle Eastern Restaurant
41.857808,-87.668658,Miscellaneous Shop
41.854065,-87.627177,Music Venue
41.691705,-87.672366,Grocery Store
41.977907,-87.668875,Performing Arts Venue
41.906442,-87.671406,Taco Place
41.851081,-87.653180,Home (private)
41.755967,-87.632339,Gas Station / Garage
41.972794,-87.663383,Office
41.931193,-87.659698,Pizza Place
41.970313,-87.663045,Home (private)
41.784630,-87.654614,Convenience Store
41.887930,-87.619947,Meeting Room
41.940327,-87.668562,Rental Car Location
41.968129,-87.728038,Bus Station
41.721687,-87.633347,Moving Target
41.921266,-87.646761,Baseball Field
41.847876,-87.683107,Neighborhood
41.952641,-87.771414,Home (private)
41.881110,-87.632199,Office
41.759583,-87.554418,Home (private)
41.939481,-87.660423,Gym / Fitness Center
41.907733,-87.707123,Gym
41.851680,-87.682768,Home (private)
41.893253,-87.621417,Hotel
41.891734,-87.628064,Parking
41.885744,-87.794535,Building
41.881064,-87.663045,Home (private)
41.883414,-87.632771,Office
41.808198,-87.684224,Building
41.851443,-87.755226,Hardware Store
41.943912,-87.663953,Women's Store
41.826437,-87.673334,Neighborhood
41.939284,-87.806668,Italian Restaurant
41.897693,-87.643840,Tech Startup
41.872341,-87.630647,Gym
41.895772,-87.695950,Cocktail Bar
41.925857,-87.648153,Residential Building (Apartment / Condo)
41.927594,-87.641745,Yoga Studio
41.860986,-87.694727,Hospital
41.689054,-87.621022,Building
41.886018,-87.633626,Residential Building (Apartment / Condo)
41.814286,-87.703851,Ice Cream Shop
41.765472,-87.626743,Residential Building (Apartment / Condo)
41.953369,-87.668129,Taxi
41.789777,-87.600187,Caf
41.887660,-87.619850,Lounge
41.915061,-87.686694,Residential Building (Apartment / Condo)
41.883285,-87.628133,Art Gallery
41.875629,-87.627775,Housing Development
41.764318,-87.803168,Racetrack
41.861670,-87.620520,Residential Building (Apartment / Condo)
41.980237,-87.668244,Men's Store
41.791380,-87.741053,Moving Target
41.952831,-87.781252,Home (private)
41.750878,-87.613701,Home (private)
41.713997,-87.538040,Seafood Restaurant
41.947386,-87.657006,Sporting Goods Shop
41.880244,-87.624445,Spa / Massage
41.875335,-87.637659,Post Office
41.941765,-87.722187,Home (private)
41.885647,-87.625355,Building
41.903508,-87.634498,Caf
41.911173,-87.652977,Office
41.954566,-87.664324,American Restaurant
41.884472,-87.629298,Theater
41.960517,-87.656488,Residential Building (Apartment / Condo)
41.911092,-87.677522,Hostel
41.903820,-87.635780,Pizza Place
41.822674,-87.693268,Other Nightlife
41.895862,-87.628074,University
41.964360,-87.638127,Racetrack
41.790861,-87.623574,Home (private)
41.799980,-87.584069,Home (private)
41.831978,-87.646101,Japanese Restaurant
41.859099,-87.619797,Park
41.890916,-87.683791,Design Studio
41.910146,-87.677671,Dive Bar
41.898129,-87.623345,Miscellaneous Shop
41.830202,-87.605420,Synagogue
41.826591,-87.794112,Restaurant
41.900503,-87.619865,Dive Bar
41.916381,-87.634431,Rest Area
41.933567,-87.810756,Home (private)
41.938409,-87.706078,Church
41.921563,-87.714527,Church
41.920548,-87.653180,Home (private)
41.778301,-87.606307,Church
41.812143,-87.692626,Home (private)
41.799513,-87.601698,Residential Building (Apartment / Condo)
41.941719,-87.647461,Strip Club
41.942513,-87.644875,Residential Building (Apartment / Condo)
41.797585,-87.598022,Caf
41.791756,-87.741555,Government Building
41.792151,-87.739411,Government Building
41.949867,-87.658560,Nightclub
41.855555,-87.753198,Gym
41.855560,-87.753143,Pet Store
41.932401,-87.678866,Housing Development
41.885677,-87.618877,Diner
41.889939,-87.628517,Yoga Studio
41.790888,-87.583083,Science Museum
41.887730,-87.659965,Factory
41.881174,-87.676487,Road
41.946823,-87.678413,Gym / Fitness Center
41.902867,-87.761573,Home (private)
41.724560,-87.791089,Home (private)
41.928915,-87.653981,Racetrack
41.751106,-87.757005,Road
41.877516,-87.674090,Food Truck
41.886622,-87.628474,Office
41.772922,-87.606008,Gas Station / Garage
41.952831,-87.781252,Home (private)
41.890300,-87.622410,Convention Center
41.902036,-87.749372,High School
41.920581,-87.692575,Music Store
41.947298,-87.653722,Bus Station
41.947163,-87.653625,Bus Station
41.652910,-87.692626,Home (private)
41.739261,-87.663592,Gas Station / Garage
41.887370,-87.621306,Conference Room
41.882182,-87.626185,Jewelry Store
41.852998,-87.616413,General Entertainment
41.793940,-87.600789,Theater
41.953279,-87.652870,General Entertainment
41.949357,-87.656232,General Entertainment
41.658098,-87.718972,Factory
41.878314,-87.636970,Bar
41.855632,-87.680262,Laundry Service
41.873328,-87.625919,Fried Chicken Joint
41.660724,-87.680973,Event Space
41.893812,-87.616254,Scenic Lookout
41.938520,-87.769225,Department Store
41.918552,-87.690149,Mexican Restaurant
41.974001,-87.664733,Residential Building (Apartment / Condo)
41.938710,-87.665422,Residential Building (Apartment / Condo)
41.782124,-87.682768,Home (private)
41.891544,-87.632068,Event Space
41.962811,-87.658043,College Administrative Building
41.980391,-87.755313,Park
41.853108,-87.616109,General Entertainment
41.889127,-87.634204,Housing Development
41.857307,-87.654106,Coworking Space
41.902986,-87.669062,Gym
41.792729,-87.744843,Airport Gate
41.952751,-87.799788,Road
41.941441,-87.670019,Emergency Room
41.895722,-87.702561,Music Venue
41.905685,-87.765559,Other Great Outdoors
41.891541,-87.607840,Theme Park
41.883005,-87.635235,Food Court
41.852211,-87.616196,General Entertainment
41.920189,-87.677908,New American Restaurant
41.886076,-87.792696,High School
41.877155,-87.619923,General Travel
41.852401,-87.618346,Theater
41.793838,-87.677879,Park
41.945752,-87.649329,Frozen Yogurt
41.889126,-87.631819,Speakeasy
41.874133,-87.625885,University
41.894559,-87.642945,Office
41.930665,-87.663045,Home (private)
41.806105,-87.643080,Neighborhood
41.980221,-87.663045,Home (private)
41.933527,-87.636811,Residential Building (Apartment / Condo)
41.866960,-87.646352,Restaurant
41.774379,-87.722368,Building
41.751184,-87.612894,Salon / Barbershop
41.891799,-87.624743,Gift Shop
41.885717,-87.628033,Art Gallery
41.865632,-87.778075,Laundry Service
41.961604,-87.675297,Garden
41.740724,-87.603826,Home (private)
41.851009,-87.619267,General Entertainment
41.751082,-87.623574,Home (private)
41.932113,-87.644657,American Restaurant
41.974667,-87.750179,Church
41.850979,-87.614046,General Entertainment
41.967669,-87.740193,Middle Eastern Restaurant
41.902316,-87.691228,Cocktail Bar
41.960203,-87.653180,Home (private)
41.932434,-87.677540,Residential Building (Apartment / Condo)
41.891389,-87.706266,Gay Bar
41.885557,-87.635153,Nightclub
41.886430,-87.628140,Moving Target
41.682998,-87.702482,Home (private)
41.928495,-87.687627,Scenic Lookout
41.889212,-87.619336,Library
41.826266,-87.685769,Bus Line
41.880602,-87.741060,Building
41.840035,-87.771902,Church
41.894068,-87.627575,Chinese Restaurant
41.901691,-87.628324,Ice Cream Shop
41.796999,-87.755573,Mexican Restaurant
41.893373,-87.625283,Chinese Restaurant
41.887377,-87.616751,Residential Building (Apartment / Condo)
41.912787,-87.761573,Home (private)
41.902257,-87.765722,Residential Building (Apartment / Condo)
41.907142,-87.764377,Candy Store
41.956779,-87.709446,Neighborhood
41.664034,-87.660673,Government Building
41.936781,-87.684315,Moving Target
41.906956,-87.764425,Candy Store
41.911271,-87.843845,Hospital
41.898664,-87.645287,Electronics Store
41.900182,-87.624256,Italian Restaurant
41.928336,-87.648977,Yoga Studio
41.787274,-87.745569,Plane
41.877082,-87.626083,Residential Building (Apartment / Condo)
41.970313,-87.663045,Home (private)
41.682779,-87.725898,Residential Building (Apartment / Condo)
41.883652,-87.630203,Beer Garden
41.874024,-87.719838,Road
41.735477,-87.596956,Building
41.874479,-87.632826,Government Building
41.832671,-87.634528,Baseball Field
41.941176,-87.692626,Home (private)
41.739336,-87.551379,Automotive Shop
41.911100,-87.702355,Event Space
41.929537,-87.681239,Road
41.870677,-87.621619,Field
41.799450,-87.587888,Residential Building (Apartment / Condo)
41.856297,-87.620827,Residential Building (Apartment / Condo)
41.891659,-87.616148,Whisky Bar
41.853452,-87.612383,Event Space
41.885648,-87.772026,Historic Site
41.875648,-87.642940,Road
41.895802,-87.774597,Dive Bar
41.743204,-87.682707,Gas Station / Garage
41.876794,-87.633472,Office
41.899989,-87.625476,Boutique
41.923001,-87.716884,BBQ Joint
41.857923,-87.663341,Hot Dog Joint
41.893435,-87.633713,Event Space
41.881042,-87.626743,General Travel
41.857951,-87.659955,Salon / Barbershop
41.794068,-87.621441,Church
41.863649,-87.626917,Residential Building (Apartment / Condo)
41.858726,-87.752953,Factory
41.893068,-87.624304,Mall
41.886567,-87.642603,Office
41.949281,-87.765501,Medical Center
41.924757,-87.787269,Mall
41.671640,-87.633445,Home (private)
41.759714,-87.645740,Nursery School
41.778577,-87.780086,Lounge
41.843853,-87.766396,Moving Target
41.885324,-87.641533,Office
41.891122,-87.616006,Other Nightlife
41.884012,-87.654934,Gourmet Shop
41.929788,-87.710082,Lounge
41.926196,-87.669567,Temple
42.000030,-87.663045,Home (private)
41.925826,-87.631452,Road
41.897392,-87.617300,Road
41.968729,-87.751572,Speakeasy
41.887945,-87.621229,Coffee Shop
41.946457,-87.658124,Parking
41.874046,-87.624483,College Administrative Building
41.791289,-87.620578,Strip Club
41.879668,-87.780462,Ice Cream Shop
41.921989,-87.694712,Ice Cream Shop
41.822562,-87.690703,Ice Cream Shop
41.921933,-87.722187,Home (private)
41.939822,-87.657306,Gay Bar
41.883183,-87.709793,Gas Station / Garage
41.968513,-87.689095,Bus Station
41.968704,-87.688730,Bus Station
41.895323,-87.658799,Office
41.893616,-87.634084,General Travel
41.763848,-87.583516,Church
41.898929,-87.645292,River
41.933943,-87.694370,Residential Building (Apartment / Condo)
41.936699,-87.664526,Design Studio
41.930245,-87.683266,Furniture / Home Store
41.887252,-87.624849,Hotel
41.942286,-87.641615,Taxi
41.884739,-87.618692,Residential Building (Apartment / Condo)
41.930916,-87.775831,Sandwich Place
41.872698,-87.624917,Hotel Pool
41.953021,-87.647773,Gay Bar
41.906007,-87.648347,Nightclub
41.952908,-87.645118,Speakeasy
41.968935,-87.727942,Hookah Bar
41.940430,-87.654199,Speakeasy
41.951149,-87.651413,Moving Target
41.908249,-87.688575,Other Great Outdoors
41.884197,-87.647477,Other Great Outdoors
41.899385,-87.677248,Bus Line
41.780919,-87.623574,Home (private)
41.734513,-87.791089,Home (private)
41.872994,-87.658761,Laundry Service
41.783221,-87.683776,Gym / Fitness Center
41.938602,-87.829773,Coworking Space
41.850032,-87.695394,Bus Line
41.940866,-87.651415,Indian Restaurant
41.950319,-87.648972,Bagel Shop
41.881397,-87.630117,Art Gallery
41.875427,-87.677754,College Classroom
41.783187,-87.722584,Mexican Restaurant
41.804394,-87.647629,Factory
41.899192,-87.648727,College Auditorium
41.964386,-87.685784,College Auditorium
41.894175,-87.635891,Office
41.908148,-87.844584,Building
41.851263,-87.616370,General Entertainment
41.850548,-87.788757,Bus Line
41.891196,-87.660241,Bakery
41.935912,-87.719005,Liquor Store
41.891425,-87.608424,Convention Center
41.897430,-87.638541,Housing Development
41.953315,-87.678312,Latin American Restaurant
41.662678,-87.682768,Home (private)
41.894291,-87.628050,Restaurant
41.829773,-87.694328,Bus Line
41.884083,-87.640714,Indian Restaurant
41.954283,-87.666780,American Restaurant
41.885723,-87.628382,Office
41.896759,-87.628058,Bus Station
41.884403,-87.641287,Food Truck
41.896368,-87.654827,Bus Station
41.866356,-87.617098,Miscellaneous Shop
41.800367,-87.597106,Residential Building (Apartment / Condo)
41.943836,-87.649643,Gay Bar
41.932113,-87.712833,Art Gallery
41.916467,-87.726499,Building
41.940380,-87.653180,Home (private)
41.668583,-87.641518,Bus Line
41.896037,-87.664906,General Travel
42.001452,-87.660264,University
42.000326,-87.659633,University
41.724565,-87.792937,Comedy Club
41.878514,-87.632327,Caf
41.997559,-87.708638,Ice Cream Shop
41.975606,-87.660201,Ice Cream Shop
41.883401,-87.625105,Ice Cream Shop
41.764706,-87.624705,Fish & Chips Shop
41.954084,-87.690029,Tattoo Parlor
41.885584,-87.643220,Office
41.659177,-87.558997,Housing Development
41.913347,-87.703533,Speakeasy
41.945021,-87.706300,Theater
41.818700,-87.694842,Neighborhood
41.896823,-87.624593,Bus Station
41.792657,-87.712336,Home (private)
41.892480,-87.627414,Hotel
41.896278,-87.664345,Moving Target
41.881624,-87.631792,Flower Shop
41.866597,-87.607816,Performing Arts Venue
41.888961,-87.634108,Mediterranean Restaurant
41.734263,-87.564316,General Travel
41.905968,-87.726764,Miscellaneous Shop
41.909462,-87.667810,Jewelry Store
41.699331,-87.769292,Housing Development
41.874706,-87.624791,College Lab
41.883683,-87.640775,Platform
41.925124,-87.664969,Pizza Place
41.760208,-87.584069,Home (private)
41.982935,-87.658217,Residential Building (Apartment / Condo)
41.892614,-87.618144,Residential Building (Apartment / Condo)
41.972079,-87.751729,Home (private)
41.830601,-87.632243,Baseball Stadium
41.997750,-87.689120,Caf
41.931459,-87.702482,Home (private)
41.880718,-87.674068,Basketball Stadium
41.938018,-87.801824,Mobile Phone Shop
41.887295,-87.709668,Shoe Store
41.945658,-87.648202,Residential Building (Apartment / Condo)
41.891286,-87.686448,Liquor Store
41.721122,-87.550785,Building
41.961039,-87.652566,Residential Building (Apartment / Condo)
41.920052,-87.648809,French Restaurant
41.933692,-87.646795,Campground
41.903437,-87.628951,Nightclub
41.738247,-87.721367,Salon / Barbershop
41.951963,-87.643364,Athletic & Sport
41.901507,-87.692626,Home (private)
41.940178,-87.643314,Home (private)
41.860294,-87.625519,Residential Building (Apartment / Condo)
41.880965,-87.802770,Other Nightlife
41.935119,-87.699924,School
41.867478,-87.614750,Sculpture Garden
41.737369,-87.653414,Lounge
41.920463,-87.775860,Hot Dog Joint
41.743981,-87.737242,Building
41.910000,-87.706430,Bus Station
41.786900,-87.738742,Newsstand
41.851029,-87.622179,Event Space
41.973179,-87.668345,Breakfast Spot
41.935228,-87.729817,Bus Station
41.885232,-87.631944,Office
41.852973,-87.612062,Event Space
41.890074,-87.628241,Italian Restaurant
41.845481,-87.633486,Miscellaneous Shop
41.919630,-87.691824,Cuban Restaurant
41.830546,-87.653429,Bus Station
41.830810,-87.648915,Miscellaneous Shop
41.885294,-87.625302,Event Space
41.822079,-87.692626,Home (private)
41.870455,-87.626329,Residential Building (Apartment / Condo)
41.872480,-87.624748,Hotel
41.912703,-87.629833,Residential Building (Apartment / Condo)
41.938878,-87.636469,Road
41.888745,-87.637038,Coffee Shop
41.852159,-87.612966,Convention Center
41.788230,-87.743220,Moving Target
41.873808,-87.622169,Convention Center
41.899046,-87.627534,Restaurant
41.760001,-87.574188,Home (private)
41.895247,-87.750251,Neighborhood
41.953239,-87.767357,Peruvian Restaurant
41.932115,-87.699452,Dance Studio
41.885732,-87.632565,Salon / Barbershop
41.896168,-87.654440,Bus Station
41.920887,-87.672390,Clothing Store
41.735692,-87.624878,Road
41.886576,-87.620387,Event Space
41.661861,-87.719087,Road
41.935719,-87.639238,Bus Station
41.850266,-87.785770,Lounge
41.973551,-87.747420,Other Great Outdoors
41.863255,-87.644511,Road
41.852706,-87.619985,Office
41.888565,-87.638036,Tech Startup
41.694990,-87.743189,Coworking Space
41.962253,-87.666342,Restaurant
41.954760,-87.668548,Coworking Space
41.832530,-87.631081,Road
41.910830,-87.663045,Home (private)
41.947694,-87.692845,Military Base
41.896691,-87.632354,Tech Startup
41.946873,-87.664073,Clothing Store
41.857248,-87.646478,Art Gallery
41.851448,-87.744614,Moving Target
41.909548,-87.685009,American Restaurant
41.972076,-87.689629,Other Great Outdoors
41.830633,-87.632093,Baseball Stadium
41.935524,-87.654180,College Lab
41.904406,-87.629871,Beach
41.946740,-87.675734,Residential Building (Apartment / Condo)
41.885637,-87.624360,Event Space
41.887902,-87.803308,Doctor's Office
41.720423,-87.745100,Medical Center
41.828029,-87.708922,Road
41.928211,-87.718356,Medical Center
41.925323,-87.668210,Bus Station
41.929246,-87.660042,Residential Building (Apartment / Condo)
41.848586,-87.644208,Other Nightlife
41.972270,-87.761573,Home (private)
41.860620,-87.614904,Athletic & Sport
41.927223,-87.681509,General Entertainment
41.931631,-87.738483,Salon / Barbershop
41.891610,-87.603553,Miscellaneous Shop
41.778425,-87.636893,Church
41.837020,-87.646260,Donut Shop
41.830606,-87.649464,Donut Shop
41.879363,-87.621157,Other Great Outdoors
