Latitude,Longitude,Type
41.913805,-87.806140,Paper / Office Supplies Store
41.938548,-87.649970,Sporting Goods Shop
41.876757,-87.632917,Asian Restaurant
41.895909,-87.675813,Bookstore
41.882114,-87.639991,Bakery
41.927915,-87.652311,Japanese Restaurant
41.895149,-87.677017,Fast Food Restaurant
41.900003,-87.627862,Hotel
41.982642,-87.669155,Grocery Store
41.886249,-87.623981,Bagel Shop
41.883440,-87.629042,Bank
41.898657,-87.624189,Cosmetics Shop
41.942586,-87.653046,Sports Bar
41.882514,-87.629694,Italian Restaurant
41.882453,-87.628117,Building
41.943188,-87.679508,Thai Restaurant
41.880941,-87.629163,Office
41.876453,-87.624372,Caf
41.965291,-87.661135,Coffee Shop
41.895495,-87.616741,College Administrative Building
41.922386,-87.697407,Mexican Restaurant
41.884451,-87.626266,Train Station
41.898842,-87.647980,Indian Restaurant
41.884627,-87.625751,Theater
41.912567,-87.680367,Library
41.954129,-87.686219,American Restaurant
41.900306,-87.633445,Home (private)
41.866269,-87.667937,Grocery Store
41.879914,-87.686734,Post Office
41.913289,-87.654970,Liquor Store
41.933130,-87.649049,Steakhouse
41.900408,-87.626681,Salon / Barbershop
41.871860,-87.625885,Coffee Shop
41.908781,-87.684113,High School
41.883000,-87.652773,Sandwich Place
41.882110,-87.640774,Fast Food Restaurant
41.935111,-87.662219,Medical Center
41.940531,-87.669268,Salon / Barbershop
41.887580,-87.627052,Coffee Shop
41.883814,-87.649680,Art Gallery
41.883491,-87.653944,General Entertainment
41.873476,-87.630435,Bar
41.933914,-87.640372,Residential Building (Apartment / Condo)
41.886534,-87.632269,American Restaurant
41.881152,-87.629949,Coffee Shop
41.886368,-87.616911,Residential Building (Apartment / Condo)
41.791461,-87.593980,Pizza Place
41.907296,-87.649051,General Entertainment
41.936457,-87.651998,Hospital
41.968056,-87.708495,Mediterranean Restaurant
41.900724,-87.667136,Seafood Restaurant
41.909826,-87.651651,Sports Bar
41.876929,-87.641220,Coffee Shop
41.868933,-87.638965,Gym / Fitness Center
41.926399,-87.634860,Farmers Market
41.973959,-87.659737,Chinese Restaurant
41.911332,-87.690918,Park
41.983941,-87.657065,Laundry Service
41.983802,-87.659440,Salon / Barbershop
41.890929,-87.672120,Diner
41.910230,-87.653780,Design Studio
41.942524,-87.669968,Gym
41.942145,-87.652427,American Restaurant
41.938153,-87.644355,Building
41.943001,-87.653077,African Restaurant
41.882654,-87.623303,Public Art
41.880493,-87.640997,Mexican Restaurant
41.898732,-87.624338,Bakery
41.983743,-87.668899,Mediterranean Restaurant
41.897169,-87.635592,Bookstore
41.885913,-87.624333,Nail Salon
41.888924,-87.632854,General College & University
41.952393,-87.669077,Latin American Restaurant
41.891352,-87.608497,Hot Dog Joint
41.944820,-87.663986,Automotive Shop
41.854093,-87.633741,Chinese Restaurant
41.878013,-87.628133,Snack Place
41.926078,-87.668365,Chinese Restaurant
41.930775,-87.656088,Pizza Place
41.927556,-87.641563,Sushi Restaurant
41.954152,-87.677788,Lounge
41.905269,-87.667940,Laundry Service
41.997830,-87.684720,Pizza Place
41.986873,-87.701880,Hookah Bar
41.959344,-87.794463,Bakery
41.903603,-87.628657,Tea Room
41.920519,-87.661578,Grocery Store
41.844700,-87.713194,Animal Shelter
41.939746,-87.679019,Playground
41.943218,-87.678972,Breakfast Spot
41.861359,-87.624405,Church
41.984428,-87.669021,Antique Shop
41.939946,-87.651912,Building
41.865421,-87.640141,Deli / Bodega
41.868959,-87.638700,Department Store
41.958469,-87.656393,Park
41.968682,-87.693842,Dive Bar
41.876735,-87.634291,Falafel Restaurant
41.997632,-87.694568,Indian Restaurant
41.918390,-87.638127,Restaurant
41.969099,-87.658432,Train Station
41.886911,-87.659011,Office
41.924970,-87.687189,Mexican Restaurant
41.940306,-87.649153,Performing Arts Venue
41.983417,-87.660167,Hobby Shop
41.886081,-87.617769,Park
41.913025,-87.677518,Furniture / Home Store
41.910562,-87.631713,Thai Restaurant
41.880306,-87.634474,Gym
41.911394,-87.635263,College Arts Building
41.880042,-87.647381,Coffee Shop
41.901110,-87.672907,Home (private)
41.885486,-87.627982,Sandwich Place
41.872448,-87.779396,Breakfast Spot
41.931229,-87.686263,Mexican Restaurant
41.884930,-87.622000,Office
41.954677,-87.679044,Coffee Shop
41.967110,-87.687531,Drugstore / Pharmacy
41.968089,-87.688392,Mexican Restaurant
41.922384,-87.665346,Sushi Restaurant
41.903205,-87.675474,Boutique
41.883368,-87.628782,American Restaurant
41.932889,-87.659016,Pizza Place
41.956816,-87.651870,Pizza Place
41.923490,-87.698150,Brewery
41.858593,-87.660740,Caf
41.954001,-87.669075,Chinese Restaurant
41.890661,-87.624213,Coffee Shop
41.850851,-87.780946,Laundry Service
41.910829,-87.651587,Clothing Store
41.885464,-87.632585,Office
41.877982,-87.638575,Caf
41.880641,-87.635998,Office
41.877865,-87.646467,Sandwich Place
41.832802,-87.794794,Burger Joint
41.878125,-87.629324,Subway
41.948928,-87.649628,Event Space
41.954297,-87.665672,Coffee Shop
41.877954,-87.640772,Sandwich Place
41.925107,-87.666930,Medical Center
41.899461,-87.624202,Mall
41.882924,-87.626584,Office
41.885298,-87.666800,Train Station
41.975062,-87.679052,Coffee Shop
41.877769,-87.636830,Office
41.887431,-87.624389,Sporting Goods Shop
41.867897,-87.627346,Gym
41.892585,-87.631192,New American Restaurant
41.917450,-87.677635,French Restaurant
41.823490,-87.688985,Taco Place
41.979574,-87.660086,Latin American Restaurant
41.795217,-87.596671,Coffee Shop
41.793846,-87.600140,Art Museum
41.880649,-87.653954,Steakhouse
41.932850,-87.645820,Salon / Barbershop
41.930742,-87.687536,Fast Food Restaurant
41.921773,-87.694856,Bank
41.910978,-87.649128,Mobile Phone Shop
41.938585,-87.644452,Record Shop
41.903608,-87.673614,Food Truck
41.914566,-87.684034,Video Store
41.921970,-87.665171,Bagel Shop
41.928326,-87.634994,Track
41.953379,-87.737932,Coffee Shop
41.903845,-87.629196,Bar
41.920625,-87.664397,Car Wash
41.883653,-87.630247,Miscellaneous Shop
41.885742,-87.629076,Coffee Shop
41.830463,-87.616904,Art Gallery
41.868023,-87.638748,Pet Store
41.970563,-87.708074,Middle Eastern Restaurant
41.898125,-87.623005,American Restaurant
41.974981,-87.698716,Hospital
41.906604,-87.671614,Thai Restaurant
41.954398,-87.655099,Italian Restaurant
41.882318,-87.637385,Opera House
41.828013,-87.791047,Comedy Club
41.922067,-87.694771,Laundry Service
41.880330,-87.626867,Coffee Shop
41.921689,-87.664061,Sandwich Place
41.898949,-87.623866,American Restaurant
42.001778,-87.688229,Skating Rink
41.899925,-87.625138,Indian Restaurant
41.888672,-87.630026,Office
41.929887,-87.643196,Record Shop
41.894072,-87.634292,Wings Joint
41.911294,-87.677469,Clothing Store
41.899482,-87.624256,Clothing Store
41.920153,-87.648549,Clothing Store
41.900019,-87.627201,Clothing Store
41.983065,-87.711710,Japanese Restaurant
41.838207,-87.633149,Sports Bar
41.980356,-87.692734,South American Restaurant
41.919289,-87.690630,Drugstore / Pharmacy
41.739322,-87.721357,Pizza Place
41.872238,-87.630315,American Restaurant
41.996051,-87.712612,Asian Restaurant
41.924409,-87.713132,Bar
41.793927,-87.600805,Theater
41.978432,-87.660013,Furniture / Home Store
41.928126,-87.652798,Theater
41.848773,-87.632016,Chinese Restaurant
41.935673,-87.663235,Thai Restaurant
41.719583,-87.764914,Karaoke Bar
41.978161,-87.668359,Pizza Place
41.923931,-87.672036,Bank
41.910427,-87.679833,Falafel Restaurant
41.954629,-87.652654,Coffee Shop
41.904693,-87.668899,Italian Restaurant
41.878110,-87.627418,Office
41.879260,-87.624674,Doctor's Office
41.961460,-87.675423,Taco Place
41.881974,-87.636117,Salad Place
41.883679,-87.626146,Sushi Restaurant
41.881940,-87.631650,Mexican Restaurant
41.879304,-87.634460,Drugstore / Pharmacy
41.939245,-87.717427,Karaoke Bar
41.926719,-87.687507,Automotive Shop
41.885494,-87.641561,Post Office
41.882176,-87.640536,Snack Place
41.891715,-87.632373,Pizza Place
41.892446,-87.634112,Chinese Restaurant
41.968445,-87.710648,Chinese Restaurant
41.922145,-87.643953,Convenience Store
41.877538,-87.636088,Office
41.889977,-87.613701,Home (private)
41.890070,-87.634700,Office
41.885245,-87.620602,Office
41.977304,-87.668343,Scandinavian Restaurant
41.889183,-87.634305,Gourmet Shop
41.876967,-87.627172,Thai Restaurant
41.829693,-87.650705,Sandwich Place
41.921285,-87.653391,Hot Dog Joint
41.763888,-87.721935,Mexican Restaurant
41.910617,-87.669485,Salon / Barbershop
41.877827,-87.644820,Paper / Office Supplies Store
41.892647,-87.627519,Furniture / Home Store
41.870142,-87.621663,Dog Run
41.897218,-87.626864,University
41.876875,-87.631443,Train Station
41.882570,-87.626230,Jewelry Store
41.686125,-87.612088,Train Station
41.933585,-87.668807,Fast Food Restaurant
41.792441,-87.587782,Train Station
41.869206,-87.627172,Pet Store
41.969104,-87.659669,Burger Joint
41.911932,-87.648129,Theater
41.921922,-87.682818,Bar
41.893428,-87.622680,Breakfast Spot
41.917780,-87.678307,South American Restaurant
41.881038,-87.635341,Coffee Shop
41.891707,-87.624623,Mall
41.880817,-87.634161,Office
41.911801,-87.679718,Salon / Barbershop
41.924720,-87.709063,Cuban Restaurant
41.976106,-87.729337,Grocery Store
41.884984,-87.642728,American Restaurant
41.903994,-87.653602,Grocery Store
41.950366,-87.664190,Bakery
41.894039,-87.623731,Office
41.932446,-87.669160,Doctor's Office
41.966740,-87.679090,Thai Restaurant
41.951463,-87.676810,Bar
41.895750,-87.686130,Pizza Place
41.900068,-87.627968,Gastropub
41.892247,-87.628326,Grocery Store
41.887267,-87.624709,General Travel
41.882088,-87.640512,Coffee Shop
41.966048,-87.709072,Train Station
41.884052,-87.641013,Grocery Store
41.883621,-87.628798,Sandwich Place
41.891047,-87.625977,American Restaurant
41.882545,-87.629650,Italian Restaurant
41.909495,-87.676005,Boutique
41.888911,-87.634219,Salad Place
41.881977,-87.640184,Coffee Shop
41.916200,-87.656514,Electronics Store
41.885142,-87.622145,Coffee Shop
41.881926,-87.630445,Coffee Shop
41.898986,-87.622567,Building
41.888465,-87.624360,Gym
41.834491,-87.787763,Bar
41.799589,-87.586383,Dive Bar
41.883259,-87.626235,Paper / Office Supplies Store
41.938726,-87.644314,Sushi Restaurant
41.891625,-87.608482,Garden
41.889396,-87.688508,Train Station
41.893070,-87.622632,Coffee Shop
41.902272,-87.628387,Caf
41.898855,-87.624145,Sporting Goods Shop
41.917952,-87.648660,Italian Restaurant
41.910641,-87.652793,Gym
41.980873,-87.668372,Furniture / Home Store
41.885873,-87.631406,Sandwich Place
41.967468,-87.687764,Gift Shop
41.857910,-87.665619,Taco Place
41.888667,-87.634864,Arts & Crafts Store
41.978083,-87.659382,Pizza Place
41.886880,-87.628756,Seafood Restaurant
41.910589,-87.662251,Gas Station / Garage
41.873357,-87.794117,Bar
41.851237,-87.768331,Bar
41.940040,-87.653645,Nightclub
41.903933,-87.628766,Drugstore / Pharmacy
41.965270,-87.675426,Deli / Bodega
41.881995,-87.638517,Bank
41.919135,-87.677821,Breakfast Spot
41.940178,-87.643314,Home (private)
41.961558,-87.676242,Jewelry Store
41.856996,-87.623896,Dentist's Office
41.878378,-87.632681,Museum
41.884001,-87.640651,Cheese Shop
41.930395,-87.648968,Music Store
41.948087,-87.674431,Post Office
41.977311,-87.654961,Miscellaneous Shop
41.917761,-87.658863,Animal Shelter
41.885614,-87.614697,Residential Building (Apartment / Condo)
41.864767,-87.646496,Mexican Restaurant
41.699047,-87.797536,Gas Station / Garage
41.915291,-87.684876,Miscellaneous Shop
41.895379,-87.625789,Salon / Barbershop
41.917369,-87.703751,Bike Shop
41.908920,-87.676735,Shoe Store
41.910134,-87.677245,Italian Restaurant
41.929773,-87.637510,New American Restaurant
41.879818,-87.628262,Bar
41.930008,-87.643427,Convenience Store
41.969014,-87.679232,Thai Restaurant
41.896312,-87.655792,Pizza Place
41.922438,-87.638416,High School
41.964590,-87.708556,Coffee Shop
41.910713,-87.652763,Dentist's Office
41.871731,-87.794024,Brazilian Restaurant
41.946225,-87.663937,Jewelry Store
41.917627,-87.691400,Pet Store
41.881383,-87.642333,Residential Building (Apartment / Condo)
41.938001,-87.648838,Drugstore / Pharmacy
41.920432,-87.693531,Thrift / Vintage Store
41.893495,-87.625987,Hotel
41.885617,-87.663987,Office
41.853693,-87.634654,Chinese Restaurant
41.923230,-87.645730,Sandwich Place
41.942562,-87.652764,Sandwich Place
41.884196,-87.623563,Coffee Shop
41.903842,-87.631459,Subway
41.925474,-87.654161,Student Center
41.731565,-87.779319,Grocery Store
41.900306,-87.633445,Home (private)
41.880262,-87.634551,Office
41.874650,-87.668967,Hospital
41.967451,-87.760494,Bar
41.975274,-87.767782,Drugstore / Pharmacy
41.932540,-87.688701,Dance Studio
41.891191,-87.624203,Electronics Store
41.884578,-87.623697,Restaurant
41.796917,-87.588061,Sandwich Place
41.883439,-87.625307,Doctor's Office
41.877821,-87.630086,Building
41.879377,-87.632286,Men's Store
41.882263,-87.633876,American Restaurant
41.909783,-87.676497,Salon / Barbershop
41.886488,-87.629124,American Restaurant
41.896120,-87.648891,Church
41.903351,-87.672332,Optical Shop
41.881680,-87.652014,Coffee Shop
41.904522,-87.648394,Gas Station / Garage
41.924871,-87.640150,Drugstore / Pharmacy
41.909638,-87.638440,Chinese Restaurant
41.899094,-87.744691,Music Venue
41.869407,-87.661983,Italian Restaurant
41.876304,-87.633734,Bar
41.926108,-87.640835,Sandwich Place
41.898895,-87.624550,Church
41.925813,-87.640386,Sushi Restaurant
41.982430,-87.668442,Mexican Restaurant
41.930844,-87.649013,Indian Restaurant
41.905099,-87.630450,Hotel
41.746326,-87.586248,Library
41.878245,-87.624536,Bank
41.879277,-87.633978,Coffee Shop
41.894080,-87.799654,Museum
41.892808,-87.794746,History Museum
41.892204,-87.620173,Office
41.880457,-87.634764,Coffee Shop
41.880743,-87.636956,Office
41.881309,-87.631819,Sandwich Place
41.881312,-87.632532,Paper / Office Supplies Store
41.878161,-87.626975,Deli / Bodega
41.891642,-87.625485,Spa / Massage
41.885138,-87.622984,Chinese Restaurant
41.990109,-87.659088,Train Station
41.880735,-87.634753,Salad Place
41.930507,-87.786856,Coffee Shop
41.910074,-87.677022,Miscellaneous Shop
41.879723,-87.629689,Monument / Landmark
41.898999,-87.628104,Coffee Shop
41.979962,-87.668441,Gay Bar
41.858777,-87.619966,Gym
41.908886,-87.812789,Chinese Restaurant
41.878512,-87.647531,Greek Restaurant
41.901943,-87.628777,Yoga Studio
41.925716,-87.649359,Thai Restaurant
41.881767,-87.635472,Coffee Shop
41.880881,-87.639012,Coffee Shop
41.925571,-87.647842,Design Studio
41.925490,-87.656344,Gas Station / Garage
41.890121,-87.637110,Drugstore / Pharmacy
41.925183,-87.648577,Thrift / Vintage Store
41.878310,-87.624782,Caf
41.871302,-87.668359,Dentist's Office
41.896065,-87.669250,Drugstore / Pharmacy
41.881228,-87.631929,Chinese Restaurant
41.910355,-87.626546,Museum
41.832223,-87.625885,Train Station
41.898795,-87.623413,Office
41.922822,-87.697321,Sandwich Place
41.882409,-87.640647,Sandwich Place
41.879435,-87.624965,Coworking Space
41.923873,-87.699066,Design Studio
41.835626,-87.624285,University
41.884720,-87.621576,Italian Restaurant
41.997278,-87.714521,Post Office
41.885893,-87.627758,American Restaurant
41.881593,-87.629732,Steakhouse
41.957420,-87.680834,Jewelry Store
41.897358,-87.643604,Office
41.939837,-87.639715,Residential Building (Apartment / Condo)
41.943743,-87.663620,Train Station
41.868059,-87.638733,Shoe Store
41.882104,-87.626719,Chinese Restaurant
41.937252,-87.665412,Sporting Goods Shop
41.925855,-87.649513,Drugstore / Pharmacy
41.884027,-87.628276,Shoe Store
41.938747,-87.644236,Sushi Restaurant
41.930176,-87.643545,Hot Dog Joint
41.888456,-87.624632,Building
41.886485,-87.623692,Conference Room
41.845457,-87.705318,Mexican Restaurant
41.878235,-87.634821,Sandwich Place
41.893461,-87.621827,Sandwich Place
41.922069,-87.694638,Donut Shop
41.889223,-87.624030,Music Venue
41.964148,-87.654652,Mexican Restaurant
41.932730,-87.652480,Pizza Place
41.882279,-87.641287,Fast Food Restaurant
41.976407,-87.674292,Convenience Store
41.916419,-87.686684,Comedy Club
41.749145,-87.756219,Bar
41.910463,-87.698509,Fast Food Restaurant
41.694748,-87.740185,Mexican Restaurant
41.922046,-87.644591,Pizza Place
41.946883,-87.673305,Donut Shop
41.943058,-87.678752,Breakfast Spot
41.881869,-87.634031,College Arts Building
41.886998,-87.674205,Coffee Shop
41.888709,-87.794555,Bakery
41.966403,-87.679144,Train Station
41.788177,-87.742116,Snack Place
41.916007,-87.648344,Vegetarian / Vegan Restaurant
41.965766,-87.686626,Toy / Game Store
41.942471,-87.670659,Thai Restaurant
41.998104,-87.667599,Laundry Service
41.888512,-87.794415,Coffee Shop
41.912764,-87.634680,Paper / Office Supplies Store
41.938855,-87.668708,Bank
41.912497,-87.648404,Performing Arts Venue
41.895540,-87.635772,Bridal Shop
41.943475,-87.671172,Pet Store
41.936478,-87.669584,Laundry Service
41.933896,-87.644429,Furniture / Home Store
41.882462,-87.624155,Juice Bar
41.925947,-87.678866,Gym / Fitness Center
41.952660,-87.789060,Eastern European Restaurant
41.905674,-87.669631,General Entertainment
41.954160,-87.749348,Movie Theater
41.932985,-87.663699,Mexican Restaurant
41.928335,-87.834922,Italian Restaurant
41.852401,-87.632127,Chinese Restaurant
41.932609,-87.657802,Pizza Place
41.859254,-87.615709,Parking
41.896031,-87.663977,Cuban Restaurant
41.932614,-87.668109,Gas Station / Garage
41.906029,-87.657143,Building
41.939960,-87.651998,Scandinavian Restaurant
41.787833,-87.741923,Hot Dog Joint
41.903252,-87.674781,Gift Shop
41.932183,-87.698009,Fried Chicken Joint
41.918189,-87.689852,Thrift / Vintage Store
41.897612,-87.626218,Automotive Shop
41.977617,-87.668318,Miscellaneous Shop
41.921303,-87.648636,Dessert Shop
41.901353,-87.631510,Gym / Fitness Center
41.910721,-87.648872,Subway
41.910792,-87.634551,Flower Shop
41.973212,-87.659249,Vietnamese Restaurant
41.897519,-87.686747,Eastern European Restaurant
41.925672,-87.640348,Bank
41.968928,-87.679388,Drugstore / Pharmacy
41.988066,-87.660437,Gym
41.888439,-87.644680,Grocery Store
41.888760,-87.634002,Mexican Restaurant
41.877164,-87.629307,Sandwich Place
41.877851,-87.640579,Pizza Place
41.889116,-87.625945,Deli / Bodega
41.882200,-87.627833,Cosmetics Shop
41.903337,-87.677675,Liquor Store
41.993308,-87.659590,Drugstore / Pharmacy
41.887121,-87.624536,Electronics Store
41.892672,-87.623723,General Travel
41.884241,-87.629471,Snack Place
41.953466,-87.734771,Gym
41.966577,-87.693684,Yoga Studio
41.942010,-87.670300,Art Gallery
41.918460,-87.677686,Mediterranean Restaurant
41.939815,-87.658799,Convenience Store
41.898568,-87.686691,Dive Bar
41.882134,-87.625831,Coffee Shop
41.864735,-87.639871,Grocery Store
41.864341,-87.646867,Asian Restaurant
41.885672,-87.633003,Sandwich Place
41.950983,-87.668923,Sushi Restaurant
41.869505,-87.655342,Burger Joint
41.957282,-87.681198,BBQ Joint
41.940481,-87.650935,Veterinarian
41.884230,-87.628079,Ramen /  Noodle House
41.881929,-87.630011,Italian Restaurant
41.881999,-87.634892,Sandwich Place
41.941235,-87.678326,Candy Store
41.907917,-87.674017,Jewelry Store
41.884324,-87.632892,Theater
41.911152,-87.637301,Sushi Restaurant
41.889848,-87.622092,University
41.883173,-87.652531,Doctor's Office
41.908898,-87.634721,Clothing Store
41.889941,-87.637659,Deli / Bodega
41.967699,-87.713181,Train Station
41.932615,-87.654141,Salon / Barbershop
41.881026,-87.629028,Coffee Shop
41.884129,-87.649864,Sandwich Place
41.788209,-87.742181,Greek Restaurant
41.788193,-87.742116,Ice Cream Shop
41.886282,-87.623779,Sandwich Place
41.888329,-87.624589,Bank
41.891171,-87.655799,Bakery
41.881767,-87.634377,Chinese Restaurant
41.891685,-87.628088,Furniture / Home Store
41.793360,-87.584983,Italian Restaurant
41.876424,-87.624695,College Classroom
41.882834,-87.624526,Gym / Fitness Center
41.944724,-87.663996,Nail Salon
41.896520,-87.624555,Clothing Store
41.885743,-87.803212,Hotel
41.971555,-87.771503,Bar
41.858983,-87.626945,Automotive Shop
41.887023,-87.627039,Building
41.774160,-87.746387,Hotel
41.911124,-87.635457,Spa / Massage
41.891750,-87.624589,Mall
41.885091,-87.621740,Sandwich Place
41.883262,-87.633693,Caf
41.903938,-87.654262,Grocery Store
41.968271,-87.726277,Sushi Restaurant
41.978104,-87.658231,Coffee Shop
41.891534,-87.628127,Office
41.895680,-87.684426,Caribbean Restaurant
41.889971,-87.631766,Cocktail Bar
41.902947,-87.690250,Latin American Restaurant
41.918098,-87.656560,Salon / Barbershop
41.700756,-87.779093,Post Office
41.954224,-87.647638,Residential Building (Apartment / Condo)
41.997675,-87.693284,Indian Restaurant
41.940198,-87.646203,Library
41.857822,-87.664018,Chinese Restaurant
41.885716,-87.629549,Residential Building (Apartment / Condo)
41.968737,-87.673016,Donut Shop
41.936039,-87.668283,Laundry Service
41.879340,-87.629351,Candy Store
41.883659,-87.629553,Building
41.910794,-87.655287,Automotive Shop
41.932676,-87.649210,Coffee Shop
41.939918,-87.652291,Indian Restaurant
41.878956,-87.629786,Sculpture Garden
41.874330,-87.637054,Historic Site
41.888839,-87.627283,Office
41.879313,-87.628657,German Restaurant
41.899650,-87.624700,Department Store
41.886400,-87.636137,Road
41.729728,-87.545638,Church
41.857610,-87.639956,Historic Site
41.932391,-87.687635,Drugstore / Pharmacy
41.988995,-87.704625,Breakfast Spot
41.809485,-87.619392,Monument / Landmark
41.768216,-87.564070,Park
41.883903,-87.630821,City Hall
41.789859,-87.601002,University
41.692677,-87.609229,Hotel
41.882023,-87.626098,Train Station
41.907987,-87.673780,Thrift / Vintage Store
41.990739,-87.690087,Gas Station / Garage
41.993777,-87.713257,Vietnamese Restaurant
41.884208,-87.649309,Indian Restaurant
41.964143,-87.727793,Wings Joint
41.917543,-87.694159,Salon / Barbershop
41.968050,-87.688989,Museum
41.883312,-87.625008,Coffee Shop
41.954370,-87.655013,Mexican Restaurant
41.895754,-87.677513,Fast Food Restaurant
41.979737,-87.692580,Building
41.880957,-87.628605,Hotel
41.879403,-87.641298,Bank
41.893463,-87.621730,Hotel
41.869460,-87.656078,Tattoo Parlor
41.942720,-87.663904,Spa / Massage
41.895984,-87.654494,Drugstore / Pharmacy
41.936583,-87.669963,Post Office
41.919149,-87.661386,Clothing Store
41.924764,-87.713037,Board Shop
41.882064,-87.627693,Snack Place
41.983103,-87.668666,Sushi Restaurant
41.910805,-87.652756,Clothing Store
41.967319,-87.687767,Gift Shop
41.925025,-87.687629,Diner
41.882069,-87.640425,Cosmetics Shop
41.910853,-87.652210,Department Store
41.967929,-87.687799,Gourmet Shop
41.925065,-87.703426,Library
41.880798,-87.641374,Fast Food Restaurant
41.911919,-87.677524,Smoke Shop
41.936616,-87.668846,Fast Food Restaurant
41.885221,-87.663804,Nightclub
41.995660,-87.675681,Middle Eastern Restaurant
41.778831,-87.741537,Fast Food Restaurant
41.954520,-87.678943,Diner
41.885940,-87.624049,Building
41.895811,-87.678823,Coffee Shop
41.946017,-87.715316,Department Store
41.934911,-87.668403,Electronics Store
41.903411,-87.674759,Automotive Shop
41.888598,-87.804119,Food & Drink Shop
41.891547,-87.624189,Men's Store
41.888458,-87.803226,Burger Joint
41.888604,-87.802816,Paper / Office Supplies Store
41.721436,-87.722286,Grocery Store
41.863948,-87.645060,Women's Store
41.889790,-87.662142,Breakfast Spot
41.910482,-87.673721,Italian Restaurant
41.798937,-87.743271,Drugstore / Pharmacy
41.888102,-87.804623,Clothing Store
41.942766,-87.689321,Drugstore / Pharmacy
41.893181,-87.674614,Grocery Store
41.943468,-87.689180,Grocery Store
41.896217,-87.664740,Bakery
41.935274,-87.639042,Residential Building (Apartment / Condo)
41.875652,-87.627617,Bakery
41.890122,-87.635544,Italian Restaurant
41.889735,-87.638874,Gym
41.952453,-87.729757,Train Station
41.953623,-87.727846,Bus Line
41.972610,-87.667696,Gay Bar
41.888541,-87.803850,Bar
41.879682,-87.636749,Gym
41.943180,-87.682611,Sandwich Place
41.885850,-87.624112,Plaza
41.921824,-87.672390,Tech Startup
41.897639,-87.623659,Cosmetics Shop
41.864555,-87.646790,Historic Site
41.926236,-87.677668,Hot Dog Joint
41.884514,-87.625601,Farmers Market
41.867811,-87.623155,Historic Site
41.862706,-87.624032,Historic Site
41.831105,-87.618400,Historic Site
41.809788,-87.608457,Jazz Club
41.809388,-87.619580,Plaza
41.895965,-87.677031,Sandwich Place
41.966032,-87.649441,Hospital
41.917408,-87.699586,Convenience Store
41.837542,-87.664300,Gym
41.879275,-87.638669,Fast Food Restaurant
41.938757,-87.649676,Department Store
41.846326,-87.804108,Fast Food Restaurant
41.856485,-87.638830,Grocery Store
41.918281,-87.648515,Bank
41.968912,-87.668509,Hardware Store
41.891527,-87.632898,Pet Store
41.949802,-87.664149,Wine Bar
41.900212,-87.626893,Salon / Barbershop
41.930263,-87.643314,Home (private)
41.962039,-87.673661,Non-Profit
41.927138,-87.697463,Sushi Restaurant
41.891787,-87.637703,Paper / Office Supplies Store
41.896530,-87.628437,Liquor Store
41.968470,-87.696214,Eastern European Restaurant
41.895927,-87.672838,Mexican Restaurant
41.909909,-87.732082,Grocery Store
41.782651,-87.684079,Donut Shop
41.717630,-87.740345,Bakery
41.883370,-87.629279,Coffee Shop
41.878185,-87.653620,Gas Station / Garage
41.876730,-87.634013,Korean Restaurant
41.878316,-87.625908,Sushi Restaurant
41.720366,-87.714178,Italian Restaurant
41.927678,-87.706910,Bike Shop
41.965108,-87.675682,Italian Restaurant
41.940259,-87.707500,Veterinarian
41.902027,-87.629963,Hardware Store
41.899386,-87.624400,Bus Station
41.954847,-87.808764,Mall
41.881836,-87.636006,Office
41.763482,-87.586670,Fast Food Restaurant
41.924107,-87.756519,Coffee Shop
41.936676,-87.786005,Library
41.864917,-87.793472,Sandwich Place
41.880028,-87.629397,Caf
41.929653,-87.789205,Department Store
41.698578,-87.739656,Drugstore / Pharmacy
41.968605,-87.678821,Mexican Restaurant
41.888191,-87.637274,Office
41.890809,-87.631717,Sushi Restaurant
41.910522,-87.675421,Salon / Barbershop
41.924805,-87.708528,Bar
41.879782,-87.803135,Mexican Restaurant
41.879144,-87.638700,Snack Place
41.672368,-87.720679,Grocery Store
41.890745,-87.624539,Mediterranean Restaurant
41.918112,-87.653679,Caribbean Restaurant
41.944470,-87.807214,Fast Food Restaurant
41.884466,-87.637471,Coffee Shop
41.910713,-87.680127,Gym
41.886560,-87.617040,Coffee Shop
41.961647,-87.674046,Caf
41.939911,-87.659574,Spa / Massage
41.849093,-87.801579,Gift Shop
41.887995,-87.794511,Spa / Massage
41.849954,-87.799721,Paper / Office Supplies Store
41.882222,-87.640608,Snack Place
41.927841,-87.652176,Salon / Barbershop
41.927569,-87.704855,Bus Line
41.896017,-87.668114,Dessert Shop
41.888642,-87.802002,Bookstore
41.940151,-87.647102,Church
41.968324,-87.728471,Drugstore / Pharmacy
41.801978,-87.599705,Monument / Landmark
41.902824,-87.633332,Church
41.903957,-87.629086,Nightclub
41.932901,-87.640847,Mediterranean Restaurant
41.702460,-87.681284,Sandwich Place
41.893919,-87.615131,Restaurant
41.917487,-87.667425,Convenience Store
41.968915,-87.667471,Taco Place
41.931534,-87.726816,Diner
41.939288,-87.716148,Bar
41.968744,-87.688027,Sandwich Place
41.882112,-87.624960,Hobby Shop
41.892472,-87.625495,Furniture / Home Store
41.728661,-87.799346,Greek Restaurant
41.981534,-87.668229,Convenience Store
41.949310,-87.663985,Salon / Barbershop
